timestamp,coolant_c
2026-07-02 09:40:00,94.0183
2026-07-02 10:00:00,94.0321
,
2026-07-03 06:20:00,81.8708
2026-07-03 06:40:00,93.93
2026-07-03 07:00:00,94.2982
,
2026-07-03 07:40:00,94.8
2026-07-03 08:00:00,94.37
2026-07-03 08:20:00,94.5808
2026-07-03 08:40:00,94.2033
2026-07-03 09:00:00,93.5967
2026-07-03 09:20:00,93.9658
2026-07-03 09:40:00,94.3084
