timestamp,intake_air_c
2026-07-02 09:20:00,34.9
2026-07-02 09:40:00,34.3442
2026-07-02 10:00:00,33.8218
,
2026-07-03 06:20:00,36.7508
2026-07-03 06:40:00,40.1233
2026-07-03 07:00:00,36.8064
,
2026-07-03 07:40:00,44.03
2026-07-03 08:00:00,36.6717
2026-07-03 08:20:00,40.5833
2026-07-03 08:40:00,36.705
2026-07-03 09:00:00,36.3425
2026-07-03 09:20:00,36.86
2026-07-03 09:40:00,39.3269
